,Emails,label
2971,sary tim bollox hurt lot tol,0
2972,happy year princess,0
2973,text carlos hang,0
2974,worry easy ingredient,0
2975,love pocy bell sorry love,0
2976,omw castor,0
2977,yar raining stop wan,0
2978,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min txt orange call,1
2979,wif sleeping nap send liao picking ard smth,0
2980,wonder world style smile personality nature sm lovely friendship morning dear,0
2981,tonight,0
2982,eat lunch senor,0
2983,giggle possibly nvq,0
2984,break time stuff,0
2985,reply win weekly professional sport tiger wood play send stop service,1
2986,reboot buzz,0
2987,grinder,0
2988,polyphonic tone mob week txt tone free txtin friend reply,1
2989,love decision feeling decide love life simpler magical,0
2990,hot live fantasy call ntt box croydon national rate call,1
2991,,0
2992,list buyer,0
2993,idea guess work hour supposed leave usual interest figuring shit,0
2994,entirely understood text hey weekend,0
2995,released vday shirt put make bottom half naked instead white underwear,0
2996,watching film computer,0
2997,thursday,0
2998,phone phoned disconnected,0
2999,onluy matter offcampus,0
3000,message free welcome improved sex dogging club unsubscribe service reply stop msg,1
3001,excellent riley plan,0
3002,half hour,0
3003,tkts cup final cash collect call pobox,1
3004,,0
3005,wesley,0
3006,lingo wot earth finished making,0
3007,loan purpose homeowner tenant welcome previously refused call free text back,1
3008,half price orange line rental call,1
3009,imagine life fast searching worry disturb goodnoon,0
3010,morning headache,0
3011,probs night catching speak,0
3012,free unlimited hardcore porn direct mobile txt porn free access hr chrgd day txt stop message free,1
3013,sch yar salon boring,0
3014,min stop,0
3015,fast approaching wish happy year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy day happy independence day happy friendship mother father teacher childrens day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas morning afternoon evening night rememberi wishing raj,0
3016,joy lifeis waking daywith thought somewheresomeone care tosend warm morning greeting,0
3017,half message,0
3018,time wan meet,0
3019,selflessness love plenty,0
3020,film call,0
3021,dare change ring,0
3022,girl lady,0
3023,love budget money babe gary freak knew,0
3024,part initiate understand,0
3025,finished lunch wake,0
3026,game,0
3027,tallent wasting,0
3028,record night,0
3029,sir email usc payment portal send message explain thing back home great weekend,0
3030,co bak holiday day coming number,0
3031,jokin lar depends phone father,0
3032,aight,0
3033,ready inch pleasure,0
3034,raji pls favour pls convey birthday wish nimya pls today birthday,0
3035,feel john lennon,0
3036,co darren considering mah,0
3037,bothering trust answer pls,0
3038,wishing family merry happy year advance,0
3039,day crab running shore wave cleared footprint crab crab asked frnd clearing beautiful footprint wave replied fox footprint catch cleared frndsship dwn gud,0
3040,aight time,0
3041,slaaaaave summon time wish anymore,0
3042,bill,0
3043,change appendix age range impossible chill,0
3044,bath hair,0
3045,weather,0
3046,friday wait wot hell week wait,0
3047,toot fringe,0
3048,awesome phone click delete,0
3049,,0
3050,awesome question cute answer asked boy life smiled amp answered fine gudnite,0
3051,leave topic sorry telling,0
3052,pls send correct,0
3053,happened date,0
3054,eastenders quiz flower dot compare violet tulip lily txt chance win cash,1
3055,webpage available,0
3056,woke yeesh late fall asleep,0
3057,unsubscribed service sexy babe hunk straight phone http subscription,1
3058,dear birthday loving gopalettan planning give small gift day participate welcome contact admin team detail,0
3059,tomorrow onwards started,0
3060,talking bout early morning noon,0
3061,fine remember,0
3062,babe jordan home abroad lonely text back chat xxsp text stop stopcost,1
3063,buy,0
3064,sound posted,0
3065,brand mobile phone agent mob load goody info text,1
3066,april wait,0
3067,boy as quick,0
3068,wana meet sat wkg sat,0
3069,wait bus pick,0
3070,told yesterday,0
3071,buy,0
3072,andros steal ice,0
3073,message recently,0
3074,shopping mark distract,0
3075,mum hope great day hoping text meet full life great day abiola,0
3076,foot penis,0
3077,expert,0
3078,deep sigh miss surprised net cafe miss,0
3079,thinl role standing hit,0
3080,great trip india bring light project lucky smile bye abiola,0
3081,importantly discus,0
3082,training process,0
3083,toa payoh return smth wan send,0
3084,car park,0
3085,wish holding tightly making important life,0
3086,asked anthony dad,0
3087,wana fal love vth book bed fals love vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud,0
3088,sunday holiday work,0
3089,bath place key window,0
3090,lord ring return king store reply lotr june chance win lotr soundtrack cd stdtxtrate reply stop txts,1
3091,dear reaching lot,0
3092,,0
3093,emigrated bit hopeful,0
3094,olol printed forum post guy exact prob fixed gpu replacement ignore,0
3095,walked mom stagwood pas winterstone left victor hill address,0
3096,hungry mofo,0
3097,creepy crazy,0
3098,message,0
3099,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas,0
3100,pathaya enketa maraikara,0
3101,friend priest call,0
3102,lousy run back half dead hee,0
3103,gal,0
3104,remind hr,0
3105,hoping send message rent due reserve completely loan hoping balance mid march hope pay back,0
3106,happy year intrude pls tuition paid semester semester,0
3107,date guy walkabout meet,0
3108,month cashed left case collecting week announced blog,0
3109,luck draw take place feb luck removal send stop customer service,1
3110,short cute person,0
3111,decided,0
3112,time liao,0
3113,watching footie worried blow phil neville,0
3114,wait inside car park,0
3115,uncle happy year abiola,0
3116,free call,0
3117,order slipper co pay returning,0
3118,stop knowing,0
3119,evening roger,0
3120,small problem auction punj tiwary,0
3121,free entry weekly comp chance win ipod txt entry std txt rate apply detail,1
3122,telling treat,0
3123,uncle atlanta wish guy great semester,0
3124,free tone txt nokia classic nokia tone hit polys,1
3125,coming pick,0
3126,cool photo sexy,0
3127,fuckin believe thurs pre booked cancelled sacked,0
3128,haha late swing,0
3129,finish,0
3130,lookatme purchase video clip lookatme charged send video mmsto,1
3131,barred store life twat orange dungerees asked wanted decking punch,0
3132,message food,0
3133,sleep hope meet,0
3134,make dearer happiness feel meet pain feel miss,0
3135,detail fri find co tom mentionned chinese,0
3136,,0
3137,,0
3138,lecture,0
3139,sexy sexy text wet warm ready porn fun message free recd msg vat cancel text stop,1
3140,customer place call,0
3141,planned join company jan happen,0
3142,boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano,0
3143,haha heard text,0
3144,tomorrow send,0
3145,shit babe thasa bit messed,0
3146,late night give call tomorrow iam sleep night night,0
3147,cheer tex mecause werebored okden hunny uin sat soundaos likeyour havin updat countinlots loveme,0
3148,sorry meeting call,0
3149,howz girl rang india,0
3150,worse,0
3151,hard live chat choose girl connect live call cheap chat biggest live service,1
3152,tagged friend count friend,0
3153,heard call rude chat private line wan pic gettin shagged text pix send stop sam xxx,1
3154,,0
3155,long time remember today,0
3156,shopping juz arrive,0
3157,work feel,0
3158,challenge,0
3159,hdd casing cost,0
3160,mystery solved opened email batch sweetie,0
3161,describe lucky awake noon,0
3162,time contact prize claim call sm,1
3163,today sorry angry misbehaved hurt plz plz slap urself bcoz fault basically,0
3164,cheer card time year,0
3165,hot live fantasy call ntt box croydon,1
3166,msg iam addicted msging wrong bcoz iam addicted sweet friend bslvyl,0
3167,ugh asus randomly reformat,0
3168,facebook,0
3169,mah pick tomorrow,0
3170,otside,0
3171,plumber tape wrench borrow,0
3172,dear voucher holder claim week offer http apply,1
3173,bcum difficult,0
3174,bahamas callfreefone speak live operator claim bahamas cruise cash opt txt,1
3175,waitin usual back sch oredi,0
3176,meeting call,0
3177,watch film,0
3178,cinema drink appeal tomo thriller director mac,0
3179,size elephant tablet shove as,0
3180,special sight remain special sight maintain life end,0
3181,parent kidz friend colleague screaming surprise waiting sofa naked,0
3182,juz askin co card salon called hair cut hair,0
3183,morning pookie pie hope wake,0
3184,woke fucking problem,0
3185,happy birthday lot nri,0
3186,howz person story,0
3187,time contact pound prize claim easy call,1
3188,,0
3189,neva worry bout truth coz truth lead heart itaos unique person deserve sleep tight morning,0
3190,awarded city break win summer shopping spree txt store,1
3191,paper today morn aft,0
3192,lick drop ready mouth,0
3193,expect text hope tomo,0
3194,great diddy neighbor toothpaste morning,0
3195,number,0
3196,poking everyday teach canada abi,0
3197,change suntec time coming,0
3198,online shop asked,0
3199,curious cuz asked,0
3200,working,0
3201,def haha term condition,0
3202,haha lose hip hop orchard weigh,0
3203,working,0
3204,weather kind coccooning home,0
3205,home,0
3206,phone weirdest auto correct,0
3207,oops phone died,0
3208,mu meet lunch meet wan confirm possible,0
3209,mind bedroom minute sed sexy mood minuts latr wid cake wife,0
3210,hav great time postcard girl talkin bout,0
3211,divorce,0
3212,pin,0
3213,babe money pick bread milk give back home,0
3214,snow freezing windy,0
3215,urgent contact today draw show prize guaranteed call land line claim valid,1
3216,mahal bus stop decimal,0
3217,week tirunelvai,0
3218,baby promise treat bet,0
3219,dusk game solve puzzle area,0
3220,ringtone order reference number mobile charged tone arrive call customer service,1
3221,love day fuck morning woke dropped cell stair alright phews miss,0
3222,pain catch,0
3223,sorry mistake,0
3224,coz,0
3225,rose red red blood blood heart heart send friend including back poor relation support frnd luvs praying god marry,0
3226,knew time murder,0
3227,chance win cash pound txt send cost tsandcs apply reply info,1
3228,currently pound maximize send collect box,1
3229,feel dick sleeping text facebook message town,0
3230,plm,0
3231,guess time show watch,0
3232,height recycling read spend time earning money money spent spending time morning smiling,0
3233,comin,0
3234,princess toledo,0
3235,aight text back swing,0
3236,ron fri leh ding feng make reservation wait,0
3237,swimsuit allowed,0
3238,,0
3239,cute friendship share secret close frnd,0
3240,latest version project,0
3241,morning dear great amp successful day,0
3242,pls accept day begging change number,0
3243,squeeeeeze christmas hug lik frndshp hug back cute luvd lucky hate,0
3244,asks tel,0
3245,funny fact teach volcano erupt tsunami arise hurricane sway aroundn teach choose wife natural disaster,0
3246,ring weekend wot,0
3247,track lighter find,0
3248,sorry,0
3249,babe advice,0
3250,leave,0
3251,medical college forward,0
3252,,0
3253,make lasagna vodka,0
3254,kate give ring possible xxx,0
3255,tour sofa curious sugar,0
3256,told drunk,0
3257,fucking chickened messaged late woould buzz hear word,0
3258,congratulation friend xmas prize claim easy call minute,1
3259,excuse city,0
3260,coffee wif frens fren drove give lift,0
3261,shore takin bus,0
3262,deus,0
3263,send email mind time night,0
3264,nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,1
3265,tap spile pub gas broad canal,0
3266,pick engin,0
3267,wanted short late,0
3268,raviyog peripheral bhayandar east,0
3269,guy meet sunoco howard,0
3270,voicemail call,1
3271,moon color dream star make musical sm give warm peaceful sleep night,0
3272,finished eating plate leftover time,0
3273,lot,0
3274,hurry home big butt hang caller food starving cooked,0
3275,diet everyday cheat meant fatty,0
3276,great day beautiful,0
3277,happened interview,0
3278,solve case found murdered decimal afternoon wife called police police questioned wife sir sleeping murder place cooking picking vegetable post office play marriage police arrested murderer immediately reply reason brilliant,0
3279,badrith chennai surely pick competition,0
3280,group mate lucky reply time leave,0
3281,hey half ten owe,0
3282,hey tomorrow meet yck,0
3283,alrite sam nic checkin,0
3284,making easy pay back yr pay back earlier,0
3285,worry,0
3286,gas station block away house drive armenia end swann howard,0
3287,asked dating service contact guess call revealed pobox,1
3288,camera awarded sipix digital camera call fromm landline delivery day,1
3289,tuition mind,0
3290,smoking wylie smoke justify ruining shit,0
3291,dear morning feeling dear,0
3292,med hour pain back hope,0
3293,beautiful tomorrow today hunt beautiful tomorrow waste wonderful today goodmorning,0
3294,decide leona oops message,0
3295,moved pub great cud,0
3296,today voda number ending selected receive award hava match call quoting claim code standard rate app,1
3297,message free welcome improved sex dogging club unsubscribe service reply stop msg,1
3298,honeybee sweetest world god laughed amp wait havnt person reading message god crack joke,0
3299,easier,0
3300,rct thnq adrian text rgds vatian,1
3301,stop calling cancer throat hurt talk answering call call babysitting monday,0
3302,tough,0
3303,gonnamissu send postcard buttheres aboutas chance merememberin asthere ofsi breakin contract love yaxx,0
3304,message poortiyagi odalebeku hanumanji janarige ivatte kalisidare saturday olage ondu news keluviri maretare inde dodda problum nalli siguviri idu matra neglet,0
3305,darlin finish pick meet text back number love kate xxx,0
3306,set place heart mind mind easily forgets heart remember wish happy valentine day,0
3307,surprised guess,0
3308,okie wan meet bishan co bishan driving today,0
3309,time type word,0
3310,darlin work trouble ijust talked mum morning time night goin call,0
3311,serving,0
3312,hyde park mel opps confused choice juz,0
3313,gei happend tron,0
3314,free message activate free text message replying message word free term condition visit,1
3315,girl safe selfish night,0
3316,worry hope photo shoot spiffing fun workage,0
3317,freezing craving ice fml,0
3318,kay,0
3319,sorry leh message sad lar watching office,0
3320,work,0
3321,darlin supose worry film stuff mate babysit call,0
3322,mind bedroom minute sed sexy mood minuts latr wid cake wife,0
3323,wake checked stuff available space pls call embassy send mail,0
3324,juz work,0
3325,fast mean finished painting,0
3326,number live,0
3327,put party day week study lightly draw custom checkboxes hardcore,0
3328,sac score big set batsman,0
3329,send yetty number pls,0
3330,cost approx month,0
3331,theory test book coz jiayin free,0
3332,contacted dating service find call land line,1
3333,fine give call question,0
3334,sorry late start,0
3335,back urself,0
3336,gas station,0
3337,bored home,0
3338,babe love cover kiss,0
3339,made throw smoking friend car time awesome,0
3340,checked,0
3341,walmart stay,0
3342,forgotten couple buck send tomorrow love,0
3343,great disturb talk,0
3344,reverse cheating mathematics,0
3345,welcome caught broken english,0
3346,problem baby time talk called left message,0
3347,sorry call,0
3348,brand,0
3349,sorry call medical insurance deliver basic currently shopping medical insurance give friday morning major person guide insurance,0
3350,time coming,0
3351,call coming today fool,0
3352,emailed yifeng part oredi,0
3353,understand wine idea slurp,0
3354,minimum walk day,0
3355,problem taxi ing tomorrow tuesday tuesday cinema,0
3356,brainless baby doll vehicle sariyag drive madoke barolla,0
3357,run away frm walk slowly amp kill stop,0
3358,sorry missed call talk time,1
3359,attend phone,0
3360,hate call accept single call messaged,0
3361,message phone holding,0
3362,free,0
3363,trip postponed stocked,0
3364,sorry call,0
3365,waiting call sir,0
3366,hey reply,0
3367,hey elaine today meeting,0
3368,sorry place tomorrow sorry,0
3369,tiime hug break tear,0
3370,tomorrow theatre call tomorrow,0
3371,electricity fml,0
3372,found smoke great job,0
3373,andros ice,0
3374,,0
3375,afternon love today hope interview wake miss babe passionate kiss,0
3376,wun believe neva message shuhui,0
3377,watch resizing,0
3378,dear umma called,0
3379,finished missing plenty,0
3380,complimentary star ibiza holiday cash urgent collection landline lose,1
3381,meant opposed drunken night,0
3382,book yoga basic sunday,0
3383,free message billed mobile number mistake shortcode call charge call free landline,1
3384,,0
3385,oops mum somerset bit back tomo,0
3386,workin overtime nigpun,0
3387,kallis dismissial test,0
3388,guess screwd,0
3389,call immediately urgent message waiting,1
3390,meeting call,0
3391,cooking dinner,0
3392,,0
3393,bull plan floating ikea world live mess day,0
3394,buy,0
3395,urgent mobile number awarded bonus caller prize call land line valid,1
3396,heehee funny,0
3397,simple arithmetic percentage,0
3398,leave hour sound,0
3399,valued customer pleased advise recent review mob awarded bonus prize call,1
3400,honey great day,0
3401,amazing quote life difficult decide wrong lie brings smile truth brings tear,0
3402,night dear sleepwell amp,0
3403,dad pick lar wan stay meh,0
3404,jus chillaxin,0
3405,hey cool iknow wellda peril studentfinancial crisis spoke,0
3406,beautiful truth gravity read carefully heart feel light feel heavy leaf goodmorning,0
3407,nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call,1
3408,coming hill monster hope great day thing fine busy,0
3409,joy father john john joy father th hav ia question answer,0
3410,obey,0
3411,search online,0
3412,,0
3413,,0
3414,remains bros,0
3415,uhhhhrmm test sick,0
3416,haf enuff space,0
3417,life fun great made special forget enjoy,1
3418,video phone anytime network min inclusive video call downloads week free deltomorrow call reply,1
3419,valued customer pleased advise recent review mob awarded bonus prize call,1
3420,welcome reply age gender begin,1
3421,freemsg unlimited free call activate smartcall txt call unlimited call stop txt stop landlineonly,1
3422,mobile mths update latest orange phone free save apss free call text callback orno opt,1
3423,club fink leave message wiv area reply promised carlie,1
3424,easier,0
3425,parent working tuesday cover story,0
3426,haha today weekend leh,0
3427,darlin youphone athome youwanna,0
3428,jack shit helpful pretend text response hypotheticalhuagauahahuagahyuhagga,0
3429,brainy,0
3430,random change info sheet party study safe,0
3431,camera awarded sipix digital camera call fromm landline delivery day,1
3432,christmas occasion celebrated reflection value desire affection amp tradition ideal christmas,0
3433,sending joy happiness evening,0
3434,darlin cantdo anythingtomorrow myparents aretaking outfor meal free katexxx,0
3435,india win level series mean record,0
3436,plan,0
3437,hear,0
3438,awesome deal gate charles told night,0
3439,time thinkin goin,0
3440,free mobile video player free movie collect text free extra film ordered apply yr,1
3441,save money wedding lingerie choose superb selection national delivery brought weddingfriend,1
3442,board working fine issue overheating reslove software inst pending clock,0
3443,,0
3444,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,0
3445,okie haha cheap food oso okie depends wana eat western chinese food prefer,0
3446,sitting ard leh busy work,0
3447,send home,0
3448,sorry mail,0
3449,telling tht incident,0
3450,hour called family wake started,0
3451,ugh outta class,0
3452,nowadays notixiquating laxinorficated opportunity bambling entropication oblisingately opted book masteriastering amplikater fidalfication champlaxigating atrocious wotz opinion junna,0
3453,file bag work called find room,0
3454,lar jus testing phone card network thk waiting si finish bathing bathe dun disturb liao cleaning room,0
3455,,0
3456,friendship poem dear dear hear fear live cheer tear dear gud,0
3457,lunch quickly open,0
3458,heard call night knickers make beg time love,1
3459,back bit long co accident divert brilliant weekend speak lot love,0
3460,yan jiu liao sat bugis vill frm hop parco sun frm hop orc mrt hip hop,0
3461,bloomberg center wait apply future http,1
3462,seeking lady street freak sheet,0
3463,phone,0
3464,haha figure found piece priscilla bowl,0
3465,fuck find excuse tampa point january,0
3466,urgent contact today draw show prize guaranteed call land line claim,1
3467,yay finally missed cinema trip week,0
3468,day working day saturday sunday,0
3469,aathi dear,0
3470,heart empty love mind empty wisdom eye empty dream amp life empty frnds alwys touch night amp sweet dream,0
3471,waiting bus inform,0
3472,back time,0
3473,thing quick question,0
3474,night ended day morning special smile sunny ray leaf worry blue blue bay gud mrng,0
3475,probably,0
3476,year co yetunde wanted surprise money returned mid january day return period ended,0
3477,lot term mids,0
3478,check yahoo email photo yesterday,0
3479,,0
3480,wherre boytoy,0
3481,video anytime network min text pound week call reply delivery tomorrow,1
3482,love day wish fine babe hope find job prospect miss boytoy teasing kiss,0
3483,character dnt lik change add tat year resolution waiting frank morning,0
3484,rumour buy apartment chennai,0
3485,probably earlier,0
3486,change window logoff sound,0
3487,checked,0
3488,room,0
3489,lesson thinkin sch earlier parkin kent,0
3490,,0
3491,reach office decimal amp mobile problem voice call free,0
3492,cool text head,0
3493,contacted dating service find call land line,1
3494,win westlife currently tour unbreakable untamed unkempt text cost text,1
3495,happy birthday find prince charming dun work hard,0
3496,grand bit party mention cover charge probably served,0
3497,back bed sleep,0
3498,hope arnt pissed tomorrow love xxxxxxxxxxxxxx,0
3499,dorothy bank granite issue explosive pick member nasdaq symbol cdgt,1
3500,year money waiting check,0
3501,home,0
3502,free day finish thurs,0
3503,food,0
3504,life mone eppolum oru pole allalo,0
3505,nite,0
3506,fundamental cool life walk,0
3507,camera pixel doom lovely holiday safe hope hav journey happy year couple week,0
3508,petey noiaom wanted chat coz avent spoken long doin nit love,0
3509,ron burgundy captaining party boat,0
3510,money base,0
3511,guy loving,0
3512,staff placement training amrita college,0
3513,chat fact money raise,0
3514,job profile bpo,0
3515,give co nighters persevered found cheap apologise advance sleep,0
3516,talk call bos morning place year told car fixed cheaper telling today hoped back regretted number,0
3517,apps class,0
3518,hanging brother family,0
3519,reach telling,0
3520,hey quit xuhui working month,0
3521,sorry bout nite wasnaot fault spouse pmt sumthin shldxxxx,0
3522,neva mate,0
3523,pretty case scenario,0
3524,free today haf pick parent tonite,0
3525,hey babe spoke dead wrld sleeping sofa day,0
3526,send naughty pix,0
3527,winner guaranteed caller prize final attempt contact claim call,1
3528,xmas year eve ticket club day thurs fri sat night week selling fast,1
3529,tyler leave long hour,0
3530,prepare pounded night,0
3531,mobile full message work online send message explain,0
3532,sorry call,0
3533,evening,0
3534,home call,0
3535,oic co si lunch today dad eat sch,0
3536,mmmmm sooooo wake word morning love mmmm fuck love lion devouring kiss,0
3537,pleased inform application airtel broadband processed successfully installation happen day,0
3538,happen dear silent tensed,0
3539,guy time sooner,0
3540,coughing,0
3541,pas lar,0
3542,person sm survey,0
3543,send warned sprint dead slow probably tomorrow,0
3544,meet monday,0
3545,gower mate wale back aomorrow message random,0
3546,rock chik filthy film xxx pic phone rply filth saristar day cancel,1
3547,single line big meaning miss life,0
3548,feel,0
3549,dad wanted talk apartment late start omw,0
3550,love,0
3551,feeling sick,0
3552,jus,0
3553,eye philosophy,0
3554,month upto call standard network charge activate call cost mobcudb,1
3555,town,0
3556,sabarish asked,0
3557,vijay talk jaya,0
3558,urgent contact today draw show prize guaranteed call land line claim,1
3559,hey great inpersonation flea forum love,0
3560,text banneduk cost textoperator xxx,1
3561,chance search hard,0
3562,auction round highest bid maximum bid bid send bid bid luck,1
3563,celebrate family,0
3564,taj mahal symbol love lesser fact mumtaz shahjahan wife wife shahjahan killed mumtaz husband marry mumtaz died delivery married mumtaz sister question arises hell love great,0
3565,home nice meet chat,0
3566,collect valentine weekend paris flight prize guaranteed text paris,1
3567,webadres geting salary slip,0
3568,fine sends,0
3569,customer loyalty offer mobile txtauction txt word start ctxt,1
3570,dint touch,0
3571,leaving back,0
3572,believe incredible txts reply learn amazing thing blow mind,1
3573,leave,0
3574,teach ship car,0
3575,sign maturity start big thing start understanding small thing nice evening bslvyl,0
3576,confirmed staying weekend,0
3577,dun haf passport smth juz send email account,0
3578,multiply number independently count decimal point division push decimal place showed,0
3579,lovely night wake message hope smile knowing great morning,0
3580,ard,0
3581,project twin comin,0
3582,money yesterday,0
3583,ibh customer loyalty offer mobile txtauction txt word start,1
3584,heart empty love mind empty wisdom eye empty dream amp life empty frnds alwys touch night amp sweet dream,0
3585,hot horny live local text reply hear strt back message netcollex ltdhelpdesk reply stop,1
3586,ride equally uneventful pesky cyclist time night,0
3587,free give nalla adi entey nattil kittum,0
3588,wife text buy relax wkend,0
3589,escape theatre watch kavalan minute,0
3590,cost hire hitman,0
3591,,0
3592,sorry call,0
3593,nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,1
3594,house empty handed,0
3595,morning princess happy year,0
3596,congratulation winner august prize draw call prize code,1
3597,aight head,0
3598,busy wif work,0
3599,mood today,0
3600,jay told,0
3601,cps causing outage conserve energy,0
3602,checking happening area,0
3603,hey morning,0
3604,jordan voted nite,0
3605,mean epi fine,0
3606,idea,0
3607,pls quick,0
3608,joy father john john joy father th hav ia question answer,0
3609,call unable cal meet bhaskar deep,0
3610,meet library,0
3611,roommate dubsack friend plan bringing extra,0
3612,depends individual hair dresser pretty parent gong kaypoh collecting,0
3613,,0
3614,enjoy watching playing football basketball outdoors,0
3615,macho price range interfued blackberry bold,0
3616,sorry blank message studying,0
3617,hey check listed,0
3618,alfie moon child song mob txt tone charity nokias poly charity polys zed profit charity,1
3619,meant apology texting drug night,0
3620,mean february april place stay hustle back audition season sister moved away harlem,0
3621,goin workout muz lose fat,0
3622,damn poor zac stand chance,0
3623,message responce happend,0
3624,tel mistake message,0
3625,bring tape measure fri,0
3626,chance search hard,0
3627,meeting work tel work tomorrow,0
3628,head straight,0
3629,official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop,1
3630,princess sexy,0
3631,oooh plenty,0
3632,xin lib,0
3633,big difference versus hr,0
3634,make cry stuff top push edge underdtand cry sorry sorry life,0
3635,babe feel fit soo muchxxlove locaxx,0
3636,hook mean,0
3637,customer service announcement recently make delivery unable call,1
3638,model phone,0
3639,skateboarding despite fact thrown wind bandage shit arm minute,0
3640,stop club tone replying stop mix html term club tone cost mfl,1
3641,house sky dark liao raining excuse run rite hee,0
3642,sorry left phone upstairs hectic bird fell swoop date,0
3643,,0
3644,wamma laid real doggin location direct mobile join uk largest dogging network txt dog,1
3645,carlos pick set,0
3646,hey babe friend cancel visit,0
3647,request alaipayuthe set callertune caller press copy friend callertune,0
3648,forgiven,0
3649,hoping away langport town tonight,0
3650,send virtual hug,0
3651,probably stuff,0
3652,issue fix tomorrow,0
3653,,0
3654,senthil group company apnt,0
3655,make air talent,0
3656,studying free weekend,0
3657,wearing blue shirt black pant,0
3658,,0
3659,reach home minute,0
3660,great weekend,0
3661,langport sorry probably bed suck xmas lanka,0
3662,frnd juz word relationship silent promise wherevr whenevr forevr gudnyt dear,0
3663,mistake,0
3664,jus ate honey sweet,0
3665,turning phone mom telling cancer sister stop calling hurt talk put home love,0
3666,honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack as gym,0
3667,loving rock,0
3668,jay drug,0
3669,,0
3670,thk oso boring,0
3671,flat away alot wiv work woman coming,0
3672,informed saved life,0
3673,nokia win free auction part send nokia,1
3674,class,0
3675,hey online finished formatting,0
3676,great attracts brothas,0
3677,promotion number awarded city break win summer shopping spree txt store skilgme,1
3678,possible,0
3679,pick phone pls send message,0
3680,vega stay vega,0
3681,lou sorry long left mobile friend lancaster bak neway sorry couldnaot make baoday,0
3682,home type word,0
3683,dad hurry hell,0
3684,wake morning,0
3685,class bsn minute advising,0
3686,great shoot big load ready,0
3687,meet lobby,0
3688,coming tonight,0
3689,happen dear,0
3690,sir waiting call free call,0
3691,movie laptop,0
3692,texted finished long time ago showered,0
3693,time finish tomorrow spend evening co vewy vewy lubly love xxx,0
3694,request transfered,0
3695,tirupur call,0
3696,winner specially selected receive cash award speak live operator claim call cost,1
3697,catch put,0
3698,specify domain nusstu sch,0
3699,asked fun haha,0
3700,pouch,0
3701,hey loverboy love picture ache feel leg fuck crave,0
3702,boy sweet word left morning sigh day love start studying,0
3703,kent wait,0
3704,making money,0
3705,reading gud habit nan bari hudgi yorge pataistha ertini kano,0
3706,aight money,0
3707,free top ringtone weekly week subpoly,1
3708,today plan,0
3709,town important,0
3710,sorry knw,0
3711,,0
3712,meeting rite home dun feel comin,0
3713,paid outstanding commercial hasbro august made jump hoop paid,0
3714,late call tomorrow sweet dream ummifying bye,0
3715,networking technical support associate,0
3716,rip uterus,0
3717,cool swimming pool jacuzzi house,0
3718,ringtone order reference number mobile charged tone arrive call customer service text txtstar,1
3719,gang ready,0
3720,blank blank blank,0
3721,movie collect car oredi,0
3722,left orchard,0
3723,lucky night uve invited xchat uk wildest chat txt chat ldn,1
3724,spl whr,0
3725,chikku free,0
3726,aldrine rakhesh rtm,0
3727,search happiness source unhappiness accept life find happiness moment live,0
3728,home call,0
3729,guess excuse,0
3730,frnd necesity life imagine urself witout frnd feel colleg wth cell function thnk event espe cared missed amp irritated frnds wthout live jst takecare goodmorning,0
3731,gud mrng dear hav nice day,0
3732,orchard univ,0
3733,taco raja burrito,0
3734,,0
3735,street library walk,0
3736,plz note calling mobile amp asks type disconnect call coz attempt make sim card itz confirmd nokia motorola verified cnn ibn,0
3737,stopped ice cream back,0
3738,stitch trouser,0
3739,vijay talk jaya,0
3740,,1
3741,hey bored,0
3742,wednesday bring mini cheetos bag,0
3743,name penis girl story add,0
3744,aight usf,0
3745,lip synced shangela,0
3746,neva home aft,0
3747,bit smile hppnss drop tear sorrow part heart life heart forevr goodfriend,0
3748,dear voucher holder claim class airport lounge pass holiday voucher call booking quote class,1
3749,buzz hey love hope day sleep miss babe long moment loving smile,0
3750,haha sound crazy tahan anot,0
3751,early,0
3752,slow poo,0
3753,bloomberg center wait apply future http,1
3754,gloucesterroad uup,0
3755,available work place,0
3756,place town meet exciting adult single txt chat,1
3757,ouch wish stayed bit longer,0
3758,god asked forgiveness child gave lovely reply,0
3759,join bus,0
3760,message glo,0
3761,free week nokia tone mob week txt nokia txting mate pobox,1
3762,send,0
3763,smoking work difficult time,0
3764,asked dating service contact guess call revealed pobox,1
3765,lookin strong,0
3766,sir goodmorning free call,0
3767,call,0
3768,message leaving congrats dear school plan,0
3769,love girl office wonder smiling sore,0
3770,wlcome back wonder eaten lion,0
3771,uncle timi clearing car,0
3772,hostel sleep plz call class hrishi,0
3773,bag,0
